,INSTNM,CITY,ADM_RATE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,FAMINC
5454,Tulsa Welding School-Houston,Houston,,,1529.0,,,35430.0,,,,,
5455,Pima Medical Institute-El Paso,El Paso,,,673.0,,,26682.0,,,,,
5456,Pima Medical Institute-Phoenix,Phoenix,,,879.0,,,23436.0,,,,,
5457,Kennesaw State University,Kennesaw,0.6785,1133.0,38051.0,,24808.0,,5786.0,17040.0,,,
5458,Entourage Institute of Beauty and Esthetics,Lincoln,,,27.0,,,20740.0,,,,,
5459,Eastern Suffolk BOCES,Riverhead,,,11.0,,,15402.0,,,,,
5460,Eastern Suffolk BOCES,Oakdale,,,31.0,,,18722.0,,,,,
5461,Milligan University,Milligan,0.6671,1190.0,726.0,,47587.0,,37550.0,37550.0,,,
5462,Chamberlain University-Nevada,Las Vegas,0.8182,,567.0,,43266.0,,20142.0,20142.0,,,
5463,Chamberlain University-Michigan,Troy,0.4,,637.0,,40545.0,,19629.0,19629.0,,,
5464,Chamberlain University-New Jersey,North Brunswick,0.9,,1261.0,,34136.0,,20142.0,20142.0,,,
5465,Hussian College-Los Angeles,Los Angeles,0.4767,,262.0,,63440.0,,41923.0,41923.0,,,
5466,Paul Mitchell the School-Madison,Madison,,,45.0,,,16642.0,,,,,
5467,The University of Tennessee Health Science Center,Memphis,,,295.0,,,,,,,,
5468,Unitech Training Academy-New Orleans,New Orleans,,,85.0,,,27061.0,,,,,
5469,Wade Gordon Hairdressing Academy-Lubbock,Lubbock,,,70.0,,,22958.0,,,,,
5470,Protege Academy,Mt. Pleasant,,,33.0,,,15671.0,,,,,
5471,Emory University-Oxford College,Oxford,0.15,1487.0,1048.0,,75594.0,,57948.0,57948.0,,,
5472,The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,,,,,,,,,,,
5473,Southern Regional Technical College,Thomasville,,,2829.0,,9654.0,,3002.0,5402.0,,,
5474,Texas College of Cosmetology-Lubbock,Lubbock,,,106.0,,,21321.0,,,,,
5475,Fortis College-Cuyahoga Falls,Cuyahoga Falls,,,473.0,,30797.0,,14957.0,14957.0,,,
5476,Jones Technical Institute,Jacksonville,,,522.0,,24127.0,,14547.0,14547.0,,,
5477,Texas State Technical College,Waco,,,8775.0,,21059.0,,6969.0,11435.0,,,
5478,Aveda Institute Portland-Vancouver Campus,Vancouver,,,113.0,,,21063.0,,,,,
5479,Arizona College of Nursing-Las Vegas,Las Vegas,1.0,,1142.0,,33698.0,,21653.0,21653.0,,,
5480,Florida Career College-Pembroke Pines,Pembroke Pines,,,475.0,,,38611.0,,,,,
5481,Florida Career College-West Palm Beach,West Palm Beach,,,597.0,,,38641.0,,,,,
5482,Florida Career College-Hialeah,Hialeah,,,616.0,,,39181.0,,,,,
5483,Florida Career College-Lauderdale Lakes,Lauderdale Lakes,,,640.0,,,39508.0,,,,,
5484,Florida Career College-Tampa,Tampa,,,532.0,,,40227.0,,,,,
5485,Florida Career College-Jacksonville,Jacksonville,,,664.0,,,40872.0,,,,,
5486,Florida Career College-Boynton Beach,Boynton Beach,,,426.0,,,41629.0,,,,,
5487,Florida Career College-Margate,Margate,,,375.0,,,38938.0,,,,,
5488,Florida Career College-Orlando,Orlando,,,761.0,,,38670.0,,,,,
5489,UEI College-Phoenix,Phoenix,,,1422.0,,,40451.0,,,,,
5490,Florida Career College-Houston,Houston,,,1029.0,,,39875.0,,,,,
5491,Aveda Institute-Madison,Madison,,,88.0,,,19414.0,,,,,
5492,Husson University,Bangor,0.9131,1100.0,2338.0,,33378.0,,21090.0,21090.0,,,
5493,Tricoci University of Beauty Culture-Elgin,Elgin,,,128.0,,,20299.0,,,,,
5494,Concorde Career College-Southaven,Southaven,0.9947,,358.0,,,23943.0,,,,,
5495,Universal Technical Institute-Southern California,Long Beach,,,1507.0,,,29733.0,,,,,
5496,Northwest University-Center for Online and Extended Education,Kirkland,,,519.0,,27153.0,,12210.0,12210.0,,,
5497,Celebrity Barber School,Monroe,,,26.0,,,25058.0,,,,,
5498,California Institute of Advanced Management,Alhambra,,,,,,,,,,,
5499,Academy of Interactive Entertainment,Lafayette,0.4259,,94.0,,35103.0,,23450.0,23450.0,,,
5500,The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,,,198.0,,,33456.0,,,,,
5501,Yeshiva Zichron Aryeh,Far Rockaway,0.3333,,28.0,,,,8750.0,8750.0,,,
5502,Butte County Regional Occupational Program,Chico,,,29.0,,,19662.0,,,,,
5503,Arclabs,Piedmont,,,503.0,,,28007.0,,,,,
5504,Top of the Line Barber College,Charleston,,,52.0,,,19330.0,,,,,
5505,Midfield Institute of Cosmetology,Midfield,,,12.0,,,15350.0,,,,,
5506,American Institute of Alternative Medicine,East Brunswick,,,32.0,,,,,,,,
5507,Felbry College,Columbus,0.7246,,306.0,,47431.0,,34263.0,34263.0,,,
5508,Regional Center for Border Health,Somerton,,,133.0,,,,,,,,
5509,B-Unique Beauty and Barber Academy,Greenville,,,12.0,,,13541.0,,,,,
5510,Kentucky Horseshoeing School,Richmond,,,26.0,,,26927.0,,,,,
5511,Image Maker Beauty Institute,Hendersonville,,,65.0,,,21669.0,,,,,
5512,Dalton Institute of Esthetics and Cosmetology,Dalton,,,85.0,,,11811.0,,,,,
5513,CAAN Academy of Nursing,Matteson,,,72.0,,,,,,,,
5514,Martinsburg College,Martinsburg,1.0,,2505.0,,,15569.0,,,,,
5515,Alhambra Medical University,Alhambra,,,44.0,,,,,,,,
5516,Central Yeshiva Beth Joseph,Brooklyn,,,28.0,,,,,,,,
5517,Garden State Science and Technology Institute,Jersey City,,,224.0,,,29825.0,,,,,
5518,Barber Tech Academy,Orangeburg,,,65.0,,,32076.0,,,,,
5519,Abraham Lincoln University,Glendale,,,48.0,,,,6480.0,6480.0,,,
5520,Med Academy,Hialeah,,,248.0,,70196.0,,19996.0,19996.0,,,
5521,Huntington University of Health Sciences,Knoxville,,,39.0,,28305.0,,8242.0,8242.0,,,
5522,Sonoran Desert Institute,Tempe,,,4011.0,,21991.0,,11960.0,11960.0,,,
5523,Natural Images Beauty College,Clute,,,62.0,,,29398.0,,,,,
5524,Textures Institute of Cosmetology,Indianapolis,,,26.0,,,20689.0,,,,,
5525,Learning Bridge Career Institute,Houma,,,167.0,,,21903.0,,,,,
5526,PiBerry Institute,Homestead,,,41.0,,,,,,,,
5527,Ea La Mar's Cosmetology & Barber College,Kansas City,,,36.0,,,,,,,,
5528,Regina Webb Academy,Bowling Green,,,15.0,,,23850.0,,,,,
5529,DeHart Technical School,Modesto,,,68.0,,,,,,,,
5530,Medical Career & Technical College,Richmond,,,93.0,,,24170.0,,,,,
5531,Center for Neurosomatic Studies,Clearwater,,,16.0,,,43216.0,,,,,
5532,Focus Personal Training Institute,New York,,,69.0,,,25104.0,,,,,
5533,Hair Academy School of Barbering & Beauty,Newark,,,12.0,,,15451.0,,,,,
5534,Fosbre Academy of Hair Design,Olympia,,,85.0,,,21459.0,,,,,
5535,National Personal Training Institute,Orlando,,,37.0,,,14591.0,,,,,
5536,Mission Beauty Institute,Mission,,,47.0,,,12728.0,,,,,
5537,Elim Bible Institute and College,Lima,0.9756,,106.0,,18980.0,,10605.0,10605.0,,,
5538,Beth Medrash of Asbury Park,Lakewood,0.75,,96.0,,19300.0,,12010.0,12010.0,,,
5539,Hope College of Arts and Sciences,Pompano Beach,,,204.0,,,11560.0,,,,,
5540,Yeshiva Gedolah Shaarei Shmuel,Lakewood,0.4631,,126.0,,15325.0,,9720.0,9720.0,,,
5541,Premier Barber Institute,Norristown,,,70.0,,,30528.0,,,,,
5542,International Beauty Education Center,Airway Heights,,,92.0,,,22489.0,,,,,
5543,Claremont Lincoln University,Claremont,,,0.0,,,,,,,,
5544,Phipps Academy of Barbering,Richton Park,,,33.0,,,15565.0,,,,,
5545,Hoss Lee Academy,Roseville,,,103.0,,,30941.0,,,,,
5546,Indiana Wellness College,Carmel,0.6345,,190.0,,,,,,,,
5547,Kenny's Academy of Barbering,Indianapolis,,,69.0,,,21036.0,,,,,
5548,Seattle Film Institute,Seattle,,,69.0,,48377.0,,33000.0,33000.0,,,
5549,Arkansas Colleges of Health Education,Fort Smith,,,,,,,,,,,
5550,Burrell College of Osteopathic Medicine,Las Cruces,,,,,,,,,,,
5551,California College of Music,Pasadena,0.6923,,19.0,,38878.0,,15272.0,15272.0,,,
5552,California Health Sciences University,Clovis,,,,,,,,,,,
5553,Christian Culinary Academy,Cannon Beach,0.9,,10.0,,,,,,,,
5554,Glitz School of Cosmetology,Las Cruces,,,168.0,,,13218.0,,,,,
5555,Indiana Wesleyan University-National & Global,Marion,,,5451.0,,21901.0,,8120.0,8120.0,,,
5556,NationsUniversity,New Orleans,,,504.0,,,,,,,,
5557,Northeast Lakeview College,Universal City,,,5277.0,,10957.0,,3262.0,14272.0,,,
5558,Paul Mitchell the School-Jessup,Jessup,,,121.0,,,22538.0,,,,,
5559,John Patrick University of Health and Applied Sciences,South Bend,1.0,,152.0,,21338.0,,17207.0,17207.0,,,
5560,University of Saint Katherine,San Marcos,0.6556,,204.0,,44473.0,,28800.0,28800.0,,,
5561,Teachers College of San Joaquin,Stockton,,,876.0,,,,,,,,
5562,U.S. Truck Driver Training School,Sterling Heights,,,203.0,,,15240.0,,,,,
5563,University of the People,Pasadena,,,16253.0,,,,1200.0,1200.0,,,
5564,South Dade Technical College-South Dade Skills Center Campus,HOMESTEAD,,,170.0,,,7305.0,,,,,
5565,Wongu University of Oriental Medicine,Las Vegas,,,,,,,,,,,
5566,Alabama School of Nail Technology & Cosmetology,Jackson,,,43.0,,,24914.0,,,,,
5567,Tulsa Technology Center,Tulsa,,,1216.0,,,8961.0,,,,,
5568,Ross Medical Education Center-Elyria,Elyria,,,50.0,,,24463.0,,,,,
5569,Ross Medical Education Center-Lafayette,Lafayette,,,57.0,,,24383.0,,,,,
5570,Ross Medical Education Center-Midland,Midland,,,29.0,,,23645.0,,,,,
5571,Paul Mitchell the School-Clear Lake,Webster,,,136.0,,,22284.0,,,,,
5572,Paul Mitchell the School-Nampa,Nampa,,,103.0,,,22430.0,,,,,
5573,Academy of Beauty Professionals,Madison,,,54.0,,,26277.0,,,,,
5574,Academy of Beauty Professionals,Appleton,,,71.0,,,,,,,,
5575,Academy of Beauty Professionals,Green Bay,,,92.0,,,,,,,,
5576,Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,,,146.0,,,16570.0,,,,,
5577,Clovis Community College,Fresno,,,6448.0,,10293.0,,1330.0,8890.0,,,
5578,Boca Beauty Academy-Parkland,Parkland,,,75.0,,,19266.0,,,,,
5579,American Beauty Academy-West Valley Campus,West Valley City,,,55.0,,,16864.0,,,,,
5580,Caribbean Aviation Training Institute Inc,Carolina,,,200.0,,13803.0,,12780.0,12780.0,,,
5581,The College of Health Care Professions-McAllen Campus,McAllen,,,670.0,,,29890.0,,,,,
5582,Institute of Buddhist Studies,Berkeley,,,,,,,,,,,
5583,Chamberlain University-North Carolina,Charlotte,0.5,,268.0,,40545.0,,19629.0,19629.0,,,
5584,Chamberlain University-California,Rancho Cordova,0.0,,597.0,,43266.0,,20142.0,20142.0,,,
5585,Spartan College of Aeronautics and Technology,Riverside,,,214.0,,,37831.0,,,,,
5586,Purdue University Global,West Lafayette,,,33339.0,,13945.0,,10134.0,14445.0,,,
5587,Pima Medical Institute-Dillon,Dillon,,,56.0,,,27407.0,,,,,
5588,Arthur's Beauty College,Jonesboro,,,76.0,,,17130.0,,,,,
5589,West Coast University-Center for Graduate Studies,Los Angeles,,,,,,,,,,,
5590,Carolina University,Winston-Salem,0.5202,,350.0,,27373.0,,15050.0,15050.0,,,
5591,National Personal Training Institute-Tampa,Tampa,,,23.0,,,11789.0,,,,,
5592,Presbyterian Theological Seminary in America,Santa Fe Springs,,,36.0,,15189.0,,8835.0,8835.0,,,
5593,HCI College,West Palm Beach,0.4732,,289.0,,37902.0,,18558.0,18558.0,,,
5594,America Evangelical University,Gardena,,,18.0,,,,6200.0,6200.0,,,
5595,Gadsden Technical College,Quincy,,,54.0,,,6113.0,,,,,
5596,Virginia University of Integrative Medicine,Vienna,,,,,,,,,,,
5597,Nashville Film Institute,Nashville,,,57.0,,,30808.0,,,,,
5598,Los Angeles Academy of Figurative Art,Van Nuys,,,5.0,,34694.0,,31618.0,31618.0,,,
5599,Westcliff University,Irvine,0.6742,,1817.0,,31538.0,,17550.0,17550.0,,,
5600,World Class Academy of Beauty Careers,Tallahassee,,,42.0,,,,,,,,
5601,Allied Health Careers Institute,Murfreesboro,,,63.0,,,12659.0,,,,,
5602,Sacramento Ultrasound Institute,Sacramento,,,99.0,,,,,,,,
5603,Regan Career Institute,El Monte,,,42.0,,,,,,,,
5604,Bolivar Technical College,Bolivar,1.0,,130.0,,33215.0,,24610.0,24610.0,,,
5605,MAK Beauty Institute,Cumming,0.5833,,9.0,,,17862.0,,,,,
5606,Reformed University,Lawrenceville,0.65,,252.0,,,,5360.0,5360.0,,,
5607,Mobile Technical Training,South Hackensack,,,27.0,,,18864.0,,,,,
5608,American Barber and Beauty Academy,Reading,,,131.0,,,23977.0,,,,,
5609,Master's Barber & Styling College,Old Hickory,,,25.0,,,18077.0,,,,,
5610,Yeshiva Shaar Ephraim,Monsey,,,131.0,,25361.0,,14175.0,14175.0,,,
5611,California Institute of Arts & Technology,San Diego,,,356.0,,39599.0,,15390.0,15390.0,,,
5612,Elite Cosmetology Barber & Spa Academy,Yakima,,,124.0,,,22656.0,,,,,
5613,Cutting Edge Academy,Succasunna,,,84.0,,,36439.0,,,,,
5614,Yeshiva Bais Aharon,Lakewood,0.6,,12.0,,15544.0,,9950.0,9950.0,,,
5615,Mechon L'hoyroa,Monsey,,,94.0,,,,11050.0,11050.0,,,
5616,Elyon College,Brooklyn,,,68.0,,24036.0,,14020.0,14020.0,,,
5617,Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,,,,,,,,,,,
5618,Harmony Health Care Institute,Merrimack,1.0,,36.0,,,46174.0,,,,,
5619,American Beauty Schools,Miami,,,114.0,,,17686.0,,,,,
5620,Hogan Institute of Cosmetology and Esthetics,Lilburn,,,79.0,,,31709.0,,,,,
5621,J's Barber College,New Iberia,,,26.0,,,22180.0,,,,,
5622,Ann Webb Skin Institute,Austin,,,167.0,,,24689.0,,,,,
5623,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,,,30.0,,,15848.0,,,,,
5624,The Esthetic Institute,Vienna,,,115.0,,,24130.0,,,,,
5625,Kor Beauty Academy,Peoria,,,50.0,,,13764.0,,,,,
5626,EduMed Partners,Goodlettsville,,,66.0,,,18928.0,,,,,
5627,Massage Institute of Memphis,Memphis,,,15.0,,,17555.0,,,,,
5628,Metro Detroit Barber College,Detroit,,,43.0,,,21648.0,,,,,
5629,Digital Media Institute,Shreveport,0.4286,,28.0,,,30316.0,,,,,
5630,Yeshiva Ohr Naftoli,New Windsor,1.0,,22.0,,18930.0,,10430.0,10430.0,,,
5631,Bais Medrash Mayan Hatorah,Lakewood,0.425,,34.0,,18050.0,,12000.0,12000.0,,,
5632,Allgood Beauty Institute,Frisco,,,21.0,,,29273.0,,,,,
5633,Ray J's College of Hair,Baton Rouge,,,46.0,,,13526.0,,,,,
5634,Gwinnett Institute,Orlando,,,392.0,,,22100.0,,,,,
5635,Kansas City University,Joplin,,,,,,,,,,,
5636,Manuel and Theresa's School of Hair Design,Brenham,,,7.0,,,17338.0,,,,,
5637,Cincinnati School of Barbering & Hair Design,Cincinnati,,,48.0,,,16276.0,,,,,
5638,L Makeup Institute,Las Vegas,,,74.0,,,29626.0,,,,,
5639,Peloton College,Arlington,,,95.0,,,22140.0,,,,,
5640,Northern Technical College,Pine Bluff,,,30.0,,,21383.0,,,,,
5641,Maine Media College,Rockport,,,11.0,,,,,,,,
5642,Purdue University Northwest,Hammond,0.7282,1055.0,6083.0,,15746.0,,8174.0,15165.0,,,
5643,Ross Medical Education Center - Kalamazoo,Kalamazoo,,,94.0,,,24692.0,,,,,
5644,Ross College-Canton,Canton,,,212.0,,,25758.0,,,,,
5645,Ross College-Grand Rapids North,Grand Rapids,,,228.0,,,23645.0,,,,,
5646,American Institute-Somerset,Somerset,,,322.0,,,21700.0,,,,,
5647,Platt College-Anaheim,Anaheim,,,418.0,,31167.0,,14519.0,14519.0,,,
5648,Advantage Career Institute,Eatontown,,,100.0,,,14693.0,,,,,
5649,Bull City Durham Beauty and Barber College,Durham,,,9.0,,,16298.0,,,,,
5650,Fortis College-Cutler Bay,Cutler Bay,,,357.0,,30630.0,,15801.0,15801.0,,,
5651,Yeshiva Kollel Tifereth Elizer,Brooklyn,0.8235,,292.0,,26124.0,,12300.0,12300.0,,,
5652,Strand Institute of Beauty & Esthetics,Portland,,,71.0,,,28459.0,,,,,
5653,Arkansas Welding Academy,Jacksonville,,,69.0,,,31489.0,,,,,
5654,Unitech Training Academy-Baton Rouge,Baton Rouge,,,53.0,,,26738.0,,,,,
5655,Empire Beauty School-Tampa,Tampa,,,87.0,,,21563.0,,,,,
5656,Empire Beauty School-Lakeland,Lakeland,,,103.0,,,22451.0,,,,,
5657,Galen College of Nursing-ARH,Hazard,,,470.0,,,32606.0,,,,,
5658,The Chicago School of Professional Psychology at San Diego,San Diego,,,4.0,,,,13224.0,13224.0,,,
5659,Commercial Divers International,Goodyear,,,57.0,,,34818.0,,,,,
5660,Tricoci University of Beauty Culture-Janesville,Janesville,,,83.0,,,,,,,,
5661,Unlimited Cosmetology School,Hattiesburg,,,26.0,,,19624.0,,,,,
5662,Johnny Matthew's Hairdressing Training School,Salem,,,66.0,,,24375.0,,,,,
5663,The Culinary School of Fort Worth,Fort Worth,1.0,,68.0,,,25810.0,,,,,
5664,Centralia Beauty College,Centralia,,,80.0,,,15549.0,,,,,
5665,University of Wisconsin-Milwaukee Flex,Milwaukee,0.375,,606.0,,21310.0,,6750.0,6750.0,,,
5666,University of Wisconsin-Parkside Flex,Kenosha,0.0,,145.0,,,,6750.0,6750.0,,,
5667,Miller-Motte College-Edge Tech Academy,Arlington,,,103.0,,,26543.0,,,,,
5668,Bnos Zion Of Bobov Seminary,Brooklyn,0.9091,,159.0,,15161.0,,9450.0,9450.0,,,
5669,ABC Adult School,Cerritos,,,193.0,,,17070.0,,,,,
5670,Polytech Adult Education,Woodside,,,750.0,,,,,,,,
5671,California Institute of Medical Science,Clovis,,,10.0,,,33321.0,,,,,
5672,Union Bible College,Westfield,0.8909,,92.0,,15001.0,,6230.0,6230.0,,,
5673,Pets Playground Grooming School,Pompano Beach,,,14.0,,,,,,,,
5674,San Bernardino Beauty College,San Bernardino,,,97.0,,,21123.0,,,,,
5675,Christina and Company Education Center,Lafayette,,,32.0,,,14368.0,,,,,
5676,Institute of Medical Ultrasound,Atlanta,,,32.0,,55606.0,,28100.0,28100.0,,,
5677,Mystros Barber Academy,Houston,,,26.0,,,,,,,,
5678,European Medical School of Massage,Sinking Spring,,,24.0,,,28450.0,,,,,
5679,Yeshiva Gedolah Tiferes Boruch,North Plainfield,0.8636,,69.0,,15300.0,,9850.0,9850.0,,,
5680,Yeshiva Chemdas Hatorah,Lakewood,0.5556,,81.0,,18805.0,,12150.0,12150.0,,,
5681,Women's Institute of Torah Seminary and College,Baltimore,1.0,,134.0,,28455.0,,9010.0,9010.0,,,
5682,Yeshiva Gedolah Keren Hatorah,Lakewood,1.0,,186.0,,14850.0,,9550.0,9550.0,,,
5683,ICOHS College,San Diego,,,104.0,,,43971.0,,,,,
5684,Neo-Esthetique European Institute,San Juan,,,162.0,,,12610.0,,,,,
5685,Lehigh Valley Barber School,Bethlehem,,,37.0,,,17108.0,,,,,
5686,International Barber College,Chandler,,,34.0,,,20858.0,,,,,
5687,Brown Beauty Barber School,Bessemer,,,37.0,,,23697.0,,,,,
5688,Rexburg College of Massage Therapy,Rexburg,,,37.0,,,,,,,,
5689,Yeshiva Gedolah of Cliffwood,Keyport,0.5,,64.0,,15550.0,,8550.0,8550.0,,,
5690,Goshen School of Cosmetology,Cleveland,,,17.0,,,18305.0,,,,,
5691,IBS School of Cosmetology and Massage,Kahului,,,63.0,,,16319.0,,,,,
5692,UR Beauty & Barber Academy,Sebring,,,17.0,,,16764.0,,,,,
5693,Urban Barber College,Concord,,,99.0,,,33099.0,,,,,
5694,Yeshivas Emek Hatorah,Howell,1.0,,89.0,,15150.0,,9750.0,9750.0,,,
5695,Transitions Career Institute School of Nursing,Flushing,,,144.0,,,33220.0,,,,,
5696,Wilton Simpson Technical College,Brooksville,,,78.0,,,6520.0,,,,,
5697,Stacey James Institute,Parker,,,74.0,,,18040.0,,,,,
5698,Meridian University,Petaluma,,,,,,,,,,,
5699,Seminary Bnos Chaim,Lakewood,0.4792,,200.0,,20774.0,,12350.0,12350.0,,,
5700,Avenue Academy A Cosmetology Institute,Albuquerque,,,97.0,,,18539.0,,,,,
5701,Salon Professional Academy of San Antonio,San Antonio,,,86.0,,,19452.0,,,,,
5702,Red Lake Nation College,Red Lake,,,175.0,,12616.0,,6640.0,6640.0,,,
5703,Princess Institute of Beauty,Reedley,,,53.0,,,,,,,,
5704,Vogue International Academy,Houston,,,18.0,,,20145.0,,,,,
5705,Independent Training & Apprenticeship Program,Sacramento,,,97.0,,,28790.0,,,,,
5706,Victory Career College,Torrance,,,103.0,,,,,,,,
5707,Winonah's International School of Cosmetology,Hoover,,,109.0,,,18878.0,,,,,
5708,Yeshiva Gedola Tiferes Yerachmiel,Lakewood,0.2927,,178.0,,14800.0,,9400.0,9400.0,,,
5709,Southeastern Esthetics Institute,Columbia,,,328.0,,,19890.0,,,,,
5710,Installer Institute,Holly Hill,,,27.0,,,31426.0,,,,,
5711,Caris College,Jeffersonville,,,153.0,,,24618.0,,,,,
5712,Contra Costa Medical Career College,Antioch,,,921.0,,,,,,,,
5713,Another Level Barbering and Cosmetology School,Petersburg,,,50.0,,,13944.0,,,,,
5714,The Salon Professional Academy-Georgetown,Georgetown,,,45.0,,,19807.0,,,,,
5715,Elite Academy of Hair Design,Bridgeport,,,56.0,,,15731.0,,,,,
5716,Americare Technical School,Park Ridge,,,273.0,,,,20500.0,20500.0,,,
5717,Amslee Institute,Sarasota,,,29.0,,,,,,,,
5718,Champion Christian College,Hot Springs,,,77.0,,19614.0,,7755.0,7755.0,,,
5719,Chicago Professional Center,Prospect Heights,,,98.0,,,,,,,,
5720,D&S School of Cosmetology,Waterford,,,7.0,,,15615.0,,,,,
5721,DSDT,Detroit,,,209.0,,,30600.0,,,,,
5722,Elite Beauty College,Muskogee,,,5.0,,,17022.0,,,,,
5723,Reiss-Davis Graduate School,Los Angeles,,,,,,,,,,,
5724,GoodFellas Barber College,Little Rock,,,62.0,,,17540.0,,,,,
5725,Escondido Adult School,Escondido,,,174.0,,,,,,,,
5726,Poway Adult School,Poway,,,110.0,,,,,,,,
5727,Vista Adult School,Vista,,,192.0,,,,,,,,
5728,The Salon Professional Academy-Delray Beach,Delray Beach,,,48.0,,,32370.0,,,,,
5729,No Grease Barber School,Charlotte,,,24.0,,,23061.0,,,,,
5730,Pima Medical Institute-San Marcos,San Marcos,,,611.0,,,33630.0,,,,,
5731,EDP University of Puerto Rico-Villalba,Villalba,0.9468,,226.0,,17640.0,,6900.0,12600.0,,,
5732,Chicago School of Professional Psychology at Dallas,Richardson,,,2.0,,,,13224.0,13224.0,,,
5733,American Massage & Bodywork Institute,Vienna,,,88.0,,,25494.0,,,,,
5734,KCK Beauty & Barber Academy,Jacksonville,,,22.0,,,23210.0,,,,,
5735,California College of Barbering and Cosmetology,Stockton,,,246.0,,,16389.0,,,,,
5736,Texas Tech University Health Sciences Center-El Paso,El Paso,,,257.0,,,,,,,,
5737,Ponce Health Sciences University-Centro Universitario de San Juan,Santurce,,,,,,,,,,,
5738,The College of Health Care Professions-South San Antonio,San Antonio,,,340.0,,,31785.0,,,,,
5739,Innovate Salon Academy,Ewing,,,174.0,,,26560.0,,,,,
5740,Chamberlain University-Louisiana,Jefferson,0.8,,361.0,,36209.0,,19629.0,19629.0,,,
5741,Drury University-College of Continuing Professional Studies,Springfield,,,712.0,,20255.0,,7924.0,7924.0,,,
5742,Global Medical & Technical Training Institute,Miami,,,129.0,,,34338.0,,,,,
5743,Salon Success Academy-West Covina,West Covina,,,107.0,,,20323.0,,,,,
5744,Indiana Institute of Technology-College of Professional Studies,Fort Wayne,,,2457.0,,25603.0,,10224.0,10224.0,,,
5745,Advantage Technical College,San Juan,,,499.0,,,9875.0,,,,,
5746,Institute of Culinary Education,Pasadena,,,362.0,,,,,,,,
5747,Universal Technical Institute-Bloomfield,Bloomfield,,,1125.0,,,28793.0,,,,,
5748,Gould's Academy,Bartlett,,,174.0,,,22884.0,,,,,
5749,Urban Academy of Beauty,Rio Rancho,,,17.0,,,28575.0,,,,,
5750,WellSpring School of Allied Health-Springfield,Springfield,,,67.0,,,27414.0,,,,,
5751,Medical Career College of Northern California,Roseville,0.6667,,18.0,,31639.0,,19576.0,19576.0,,,
5752,Premiere International College,Fort Myers,,,22.0,,55247.0,,21125.0,21125.0,,,
5753,San Diego Global Knowledge University,San Diego,,,132.0,,,,17750.0,17750.0,,,
5754,Global Tech College,Toledo,,,38.0,,15949.0,,11675.0,11675.0,,,
5755,Crown Cutz Academy Bristol,Bristol,,,46.0,,,18143.0,,,,,
5756,MCI,McAllen,,,111.0,,,19423.0,,,,,
5757,Central Pennsylvania Diesel Institute,Liverpool,,,12.0,,,21619.0,,,,,
5758,Bellasa Professional Institute,North Miami,,,51.0,,,,,,,,
5759,PMCA Pittsburgh Multicultural Cosmetology Academy,Pittsburgh,,,11.0,,,25164.0,,,,,
5760,Health and Technology Training Institute,Philadelphia,,,64.0,,,20031.0,,,,,
5761,Yeshiva of Ocean,Greenfield Park,0.64,,40.0,,14550.0,,8150.0,8150.0,,,
5762,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,,,175.0,,25625.0,,20000.0,20000.0,,,
5763,Young Americans College of the Performing Arts,Corona,0.4,,24.0,,37205.0,,14030.0,14030.0,,,
5764,Pro Beauty Academy,Edison,,,152.0,,,28404.0,,,,,
5765,South Eastern Beauty Academy,Paintsville,,,19.0,,,,,,,,
5766,Ohel Margulia Seminary,Monsey,0.9578,,246.0,,14100.0,,9100.0,9100.0,,,
5767,Montana Barber Institute,El Paso,,,21.0,,,23061.0,,,,,
5768,Yeshivat Hechal Shemuel,Brooklyn,1.0,,59.0,,18180.0,,12380.0,12380.0,,,
5769,Professional University Dr. Carlos J. Borrero Rios,Hato Rey,,,3.0,,,,5760.0,5760.0,,,
5770,American Institute of Healthcare & Technology,Stratford,,,76.0,,,30962.0,,,,,
5771,Premier Academy of Cosmetology,McAlester,,,35.0,,,22200.0,,,,,
5772,Yeshiva Gedolah of Woodlake Village,Lakewood,0.8333,,82.0,,14475.0,,8850.0,8850.0,,,
5773,Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,0.625,,68.0,,19000.0,,13700.0,13700.0,,,
5774,Houston Barber School,Houston,,,221.0,,,22739.0,,,,,
5775,Health-Tech Institute of Memphis,Memphis,,,4.0,,,22494.0,,,,,
5776,MIXED Institute of Cosmetology & Barber,Sacramento,,,128.0,,,25319.0,,,,,
5777,Vski Cosmetology School,Charleston,,,32.0,,,14878.0,,,,,
5778,New York Seminary,Brooklyn,0.7592,,114.0,,19571.0,,11900.0,11900.0,,,
5779,Deluxe Barber College,San Antonio,,,95.0,,,25020.0,,,,,
5780,Falcon Institute of Health and Science,Bethlehem,1.0,,162.0,,47841.0,,26140.0,26140.0,,,
5781,College Unbound,Providence,,,247.0,,25690.0,,9984.0,9984.0,,,
